date,AAL,AAPL,ADBE,ADI,ADP,ADSK,ALGN,ALXN,AMAT,AMGN,AMZN,ATVI,AVGO,BIDU,BIIB,BKNG,BMRN,CA,CDNS,CELG,CERN,CHKP,CHTR,CMCSA,COST,CSCO,CSX,CTAS,CTSH,CTXS,DISH,DLTR,EA,EBAY,ESRX,EXPE,FAST,FB,FISV,FOX,FOXA,GILD,GOOG,GOOGL,HAS,HOLX,HSIC,IDXX,ILMN,INCY,INTC,INTU,ISRG,JBHT,KHC,KLAC,LBTYA,LRCX,MAR,MCHP,MDLZ,MNST,MSFT,MU,MXIM,MYL,NFLX,NVDA,ORLY,PAYX,PCAR,PYPL,QCOM,REGN,ROST,SBUX,SIRI,SNPS,STX,SWKS,SYMC,TMUS,TSLA,TTWO,TXN,ULTA,VOD,VRSK,VRTX,WBA,WDAY,WDC,WYNN,XLNX,XRAY,Port_Ret
2011-12-30,,,,,,,,0.1161411177021543,,,,,,,0.18142780461621033,,,,,,-0.10610040863981318,,0.21562766865926553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04322673951470346,,,,,,,,,,9.006458437050409
2012-03-30,,,,,,,,0.2987412587412588,,,,,,,0.14493412085415724,,,,,,,,,,,,,,,,,,,,,,0.24506382803575266,,,,,,,,,,,,,,,,0.17006112178997923,,,,,,,,,,,,,,,,,,,,,,0.225726365574761,,,,,,,,,,,0.4469910132720447,,,,,,,,,,25.525295137799226
2012-06-29,,-0.02593611875573143,,,,,,0.06935171225500758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2521929267000377,,,,,,,,,,,,,,,,,,,,,,,,,0.1467224995973586,,,,,,,,,,,,,,,,,,,,,,,,0.005275056518462717,,,,,,,,,,-1.135595541698804
2012-09-28,,,,,,,,0.15206445115810685,,,,,,,,,,,,,,,,,,,,,,,,-0.10241635687732342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0017906171660497794,,,,,,0.0360047529873504,,,,0.26364147657194237,,,,,,,,,,,,,,,,,6.950074133480529
2012-12-31,0.29063097514341973,-0.19847664788611252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12059478579850658,,,0.13500245459008164,,0.0069807859044088705,,,,,,,,,,,,,,,,,7.094647071006086
2013-03-29,0.25703703703701075,,,,,,,,,,,,,,,,,,,,,,,0.1236616702355744,,,,,,,,,,,,,,,,,,,,,,,,,-0.028962043533009685,,,,,,,,,,,,,,,,,,,,,,,,,0.031174373063658223,,,,,,,,,,,,-0.17270506818644416,,,,,,,,,,4.204119372335791
2013-06-28,-0.03241013553328953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06697009102731055,0.06784660766962403,0.047609317531660755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2748082515603476,,,,,,,,,,,,,,,,,,,,,,8.496482645113069
2013-09-30,,,,,,,,,,,,,,,,,,,,0.3176354932467087,,,,,,,,,,,,,,,,,,,,,,0.22625316949483754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046755340588472416,0.8011363636363638,,,,,,,,,0.025129905878075842,,,,28.338205456889163
2013-12-31,,,,,,,,,,,,,,,,,,,,0.09621959685215087,,,,,,,,,,,,,-0.10215264187866924,,,,,,,,,0.19452839191982574,,,,,,,,,,,,,,,,,,,,,,0.24506268246608265,,,,,,,,,,,,,,,,,,,-0.22206650462843258,-0.044028618602091396,,,,,,,,,,,,2.7927151021477674
2014-03-31,,,,,,,,,,,,,,,,,,,,-0.17380805833057145,,,,,,,,,,,,,,,,,,,,,,-0.05645805592542641,,,,,,,,,,,,,,,,,,,,,,0.08781609195402296,,,,,,,,,,,,,,,,,,,0.3857035545007943,,,,,,,,,0.09807344758430236,,,,6.826539595662435
2014-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3926458157227388,,0.05590825312308012,,,,,,,,,,,,,,,,0.017862549197698918,0.15164307987526993,,,,,,,,,,-0.06000690515678653,,,11.161055855240026
2014-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1746173279833556,,,,,,,,,,,-0.08188641200851354,,,,,,,,,,,,,,,0.03975720789074333,,,,,,,,,,,,,,,,0.23877892659185718,,,,,,,,,,,,,-0.09305716034339973,,,5.564197802280857
2014-12-31,,,,,,,,,,,,,0.16029490962165815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11451385627057531,,,,,,,0.1260370912640314,,0.04916317261964531,,,,,,,,0.11921077792070034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.803841903109198
2015-03-31,,,,,,,,,,,,,0.26602962789396734,,,,,,,,,,,,,,,,,,,,0.25098372859725604,,,,,,,,,,,,,,,,,,,,,,,,,,0.03184731691531795,,,,,-0.225078548986004,,,,,,,,,,,,,,,,0.3539446322281816,,,,,,,,,,,,,,,,13.55453513297438
2015-06-30,,0.0121810252772947,,,,,,,,,,,0.04983423169804979,,,,0.09757663296421115,,,,,,,,,,,,,,,,0.13066394627220945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06053330107874855,,,,,,,,,,,,,,,,7.015782745810273
2015-09-30,,,,,,,,,,,,,-0.057331058210118635,,,,-0.23000438660622902,,,,,,,,,,,,,,,,0.018796992481203034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0881932056534609,,,,,,-0.19004364845590715,,,,,,,,,,,,,,,,-10.935506128890253
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014317343173431807,,,,,,,,,,,,,-0.011244569384104341,,,,-0.01748505163978975,,,,,,,,,,,,,,,,,,,0.01477595803467735,,,,,,,,,,,-0.08303887734821713,,,,,,,,,,,,,,,,-1.6535039432800416
2016-03-31,,,,,,,,,,,,-0.11873540858845899,,,,,,,,,,,,,,,,,,,,,-0.03798020954598369,,,,,,,,,,,,,-0.10829671749806147,,,,,,,,,,,,,,,,,,,,,,0.08497143453104661,,,,,,,,-0.002220201374715014,,,,,,,,,,,,,,,,,,,,-3.6452220495234515
2016-06-30,,,,,,,,,,,,0.17109929078014208,,,,,,,,,,,,,,,,,,,,,,,,,,0.0015775635407537791,,,,,,-0.077821470703893,,,,,,,,,,,,,,,,,,,,,,,,0.3227387931815273,,,,,,,,-0.03981418202122311,,,,,,,,,,,,,,,,,,,,7.555599895546142
2016-09-30,,,,,,,,,,,0.17004834968279248,0.1178400201867269,,,,,,,,,,,,,,,,,,,,,,,,,,0.12241862093104672,,,,,,,,,,0.21397803144518646,,,,,,,,,,,,,,,,,,,,0.46022665659159734,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.690233576746998
2016-12-30,,,,,,,0.02538666666666667,,0.07369467785794859,,-0.10442966165458423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04027321919630977,,,,,,,,,,,,,,,,,,,,0.5601142034560846,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.900782110448509
2017-03-31,,,,,,,0.19327993342348893,,0.20883344370879287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31841050567067475,,,,,,,,,,,,,,,,,,,,0.02180707223696743,,,,,,,,,,,,,0.2875964932776698,,,,,,,,,,,,,,,20.598548966351878
2017-06-30,,,,,,,,,0.06431835393152063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04404631007049975,,,,,,,,,,,,,,,,,,,,0.3284569151263377,,,,,,,,,,,,,-0.07690806414758455,,,,,,,,,,,0.07927949722718819,,,,8.783860244159234
2017-09-29,,,,,,0.11346954969252154,,,0.26379055559230746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03673646388303786,,,,,,,,,,0.311780010551429,,,,,,,,,,,,,,,,,,,,,-0.127241765071462,,,,,,,,,,,,,,,,,10.501237737635163
2017-12-29,,,,,,-0.06618564047746311,0.19283835292854445,,,,,,,,,,,,,,,,,,,,0.013822336896424536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002487005703437628,,,,,,0.04551233155352152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.670007503951796
2018-03-30,,,,,,,0.11751203924569076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11037430810544202,,,,,0.10077687836149307,,,,,,,,,,,,,,0.03653898397174671,,,,,,,,,,,,-0.10694115503734736,,,,,,,,,,,,5.165221092940504
